chip,nmos,pattern,fet_size,filename,Vth_Vd1V,Vth_Vd5V,Vth_Vd10V,Vth_Vd200mV,Vd_ref_V,Ion_A,Ioff_A,Ron_ohm,Roff_ohm,Ion_Ioff_ratio
50,4,8,nmos4_pattern8,nmos4 pattern8 chip50.xls,3.330407767184014,3.1390939385779943,3.0978283053942093,2.094807274998879,5.0,0.0016933325678110123,5.659436283167452e-06,2952.7572403946315,883480.2177862172,299.2051651588335
50,5,1,nmos5_pattern1,nmos5 pattern1 chip50.xls,2.994114083825789,3.4160201557401506,3.2426075865846617,2.3060073416235003,5.0,0.0016251016641035676,3.554659144811012e-07,3076.730588887853,14066046.268596116,4571.7510396906655
50,5,2,nmos5_pattern2,nmos5 pattern2 chip50.xls,3.149519530577834,3.3597459074212424,3.313975395469372,2.222310973898326,5.0,0.001621817471459508,8.086261971129716e-08,3082.9609915969113,61833267.557388574,20056.45472840063
50,5,3,nmos5_pattern3,nmos5 pattern3 chip50.xls,2.7092694316368484,3.173841037828152,3.247896251556552,2.0137887955304423,5.0,0.001651070429943502,5.699456778529566e-06,3028.3384096286522,877276.5886804352,289.68908689039495
50,5,4,nmos5_pattern4,nmos5 pattern4 chip50.xls,0.5988670172398738,2.2654820060637855,2.5156418297792014,-0.005164752084201751,5.0,0.0022385232150554657,1.6760435528340167e-06,2233.615432876407,2983216.0337036084,1335.5996693942434
50,5,5,nmos5_pattern5,nmos5 pattern5 chip50.xls,3.688463147855074,3.5816701783317115,3.331964309698234,2.643336438338314,5.0,0.0013288867194205523,1.7973235344470595e-07,3762.547948541618,27819142.76517963,7393.69787326231
50,5,6,nmos5_pattern6,nmos5 pattern6 chip50.xls,2.5331712123908083,3.3283403783805965,3.4066248302477526,1.307452450366047,5.0,0.0015157351735979319,1.883011577774596e-07,3298.7292814030284,26553209.013771236,8049.526574814143
50,5,7,nmos5_pattern7,nmos5 pattern7 chip50.xls,3.2087048751915166,3.33974009329979,3.1430129784285086,2.3825528826317814,5.0,0.0015509016811847687,6.183947220961272e-07,3223.9309948909126,8085450.637501993,2507.9477973676603
50,6,1,nmos6_pattern1,nmos6 pattern1 chip50.xls,3.201172973236209,3.5910217627825385,3.2928761049372293,2.354362678914538,5.0,0.0015268409624695778,1.2406093219397007e-06,3274.7353017781147,4030277.6317869895,1230.7185956674516
50,6,2,nmos6_pattern2,nmos6 pattern2 chip50.xls,2.9136468045817034,3.3427301001668077,3.1666962749572622,2.30983333467342,5.0,0.001505863736383617,1.1301975888500237e-07,3320.353548062503,44240051.91063539,13323.897973590914
